65	2	1276784779
74	71	1276785043
67	66	1276785043
67	9	1276785069
67	9	1276785092
67	66	1276785092
65	64	1276785135
65	42	1276785135
65	64	1276785135
65	42	1276785135
65	64	1276785135
65	42	1276785135
65	42	1276785135
65	64	1276785135
5	1	1276785219
5	54	1276785223
83	32	1276785375
84	50	1276785412
48	53	1276785448
119	54	1276785716
32	26	1276785803
32	24	1276785803
69	84	1276786012
80	42	1276786087
50	84	1276786186
84	50	1276786422
59	72	1276786739
59	67	1276786739
32	66	1276786911
84	18	1276787000
84	57	1276787000
84	107	1276787000
84	108	1276787000
84	69	1276787000
90	1	1276787344
90	69	1276787505
47	68	1276787595
68	47	1276787636
69	68	1276787767
53	48	1276788071
53	48	1276788324
86	93	1276788774
86	101	1276788774
86	124	1276788774
86	27	1276788774
86	40	1276788899
68	15	1276789267
68	8	1276789267
68	67	1276789267
68	66	1276789267
68	72	1276789267
68	9	1276789267
68	3	1276789267
68	56	1276789267
68	69	1276789267
68	65	1276789267
50	75	1276789990
15	1	1276791023
15	12	1276791085
86	40	1276791957
50	75	1276792831
38	36	1276804350
38	115	1276804656
38	63	1276804656
3	13	1276813575
3	1	1276813668
3	13	1276813950
3	35	1276813950
3	8	1276813950
3	40	1276813950
18	107	1276838787
11	1	1276839216
6	2	1276839597
18	57	1276840924
96	15	1276841349
96	61	1276841349
96	12	1276841349
96	15	1276841676
96	61	1276841676
40	86	1276841680
101	86	1276843155
24	32	1276843246
4	74	1276843325
4	13	1276843325
4	40	1276843325
73	12	1276843332
13	8	1276843493
13	3	1276843493
13	51	1276843493
13	4	1276843512
10	75	1276843645
40	65	1276844044
40	17	1276844044
75	50	1276844193
75	50	1276844222
40	41	1276844360
40	8	1276844360
44	42	1276844371
2	65	1276844605
2	14	1276844605
2	9	1276844605
13	66	1276844674
13	3	1276844674
13	8	1276844674
13	40	1276844674
14	2	1276844677
13	14	1276844750
4	65	1276844890
4	9	1276844890
4	3	1276844890
4	13	1276844890
4	40	1276844890
4	8	1276844890
4	17	1276844890
15	96	1276844891
2	56	1276844915
2	84	1276844915
2	69	1276844915
2	88	1276844915
2	86	1276844915
14	13	1276845190
12	96	1276845208
15	96	1276845211
4	9	1276845241
4	13	1276845241
4	65	1276845241
4	17	1276845241
4	3	1276845241
4	40	1276845241
4	8	1276845241
4	74	1276845241
14	13	1276845441
56	2	1276845629
8	13	1276845895
13	4	1276846082
75	47	1276846159
17	4	1276846220
13	4	1276846224
13	14	1276846233
13	14	1276846269
17	4	1276846303
8	4	1276846326
8	4	1276846360
8	40	1276846378
14	13	1276846421
13	14	1276846432
15	96	1276846497
14	13	1276846599
32	26	1276846770
61	96	1276846837
42	65	1276846876
61	96	1276846878
42	65	1276846920
47	75	1276846946
42	69	1276846950
42	68	1276846950
66	13	1276847210
5	72	1276847304
5	71	1276847304
5	73	1276847304
5	74	1276847304
5	11	1276847304
66	32	1276847313
72	71	1276847498
1	72	1276847522
71	5	1276847523
32	83	1276847621
88	2	1276847652
47	37	1276847690
37	47	1276847733
37	47	1276847815
14	13	1276847887
70	53	1276848135
70	53	1276848191
47	48	1276848263
56	54	1276848328
54	56	1276848454
27	54	1276849034
71	72	1276849118
72	71	1276849176
72	15	1276849176
72	117	1276849176
72	73	1276849176
72	12	1276849176
72	5	1276849176
72	74	1276849176
2	72	1276849224
2	74	1276849224
2	40	1276849224
41	40	1276849355
41	40	1276849425
68	42	1276849435
41	40	1276849453
86	53	1276849606
86	93	1276849606
86	101	1276849606
86	124	1276849606
86	27	1276849606
48	47	1276849614
86	101	1276849618
17	15	1276849646
17	56	1276849646
17	54	1276849646
48	53	1276849669
59	56	1276849695
59	48	1276849695
59	47	1276849695
59	2	1276849695
59	68	1276849695
59	69	1276849695
59	85	1276849695
59	86	1276849695
59	84	1276849695
59	89	1276849695
59	76	1276849695
59	88	1276849695
59	94	1276849695
86	40	1276849873
86	2	1276849883
26	32	1276849955
14	7	1276849967
11	5	1276850016
7	14	1276850018
26	32	1276850020
13	14	1276850124
13	14	1276850153
53	70	1276850171
53	70	1276850242
14	13	1276850295
14	13	1276850382
13	14	1276850532
13	14	1276850594
14	13	1276850621
14	13	1276850686
13	14	1276850736
13	14	1276850831
14	13	1276850872
14	13	1276850898
13	14	1276851040
54	56	1276851091
13	14	1276851105
14	13	1276851216
54	17	1276851244
14	13	1276851276
13	14	1276851346
13	14	1276851466
14	13	1276851616
14	13	1276851675
48	47	1276852077
47	48	1276852199
56	17	1276852354
13	14	1276852438
13	14	1276852498
56	54	1276852522
14	13	1276852556
14	13	1276852677
3	13	1276853129
89	69	1276853246
89	79	1276853246
84	2	1276853375
3	4	1276853379
13	14	1276853418
3	4	1276853441
13	14	1276853447
53	84	1276853645
84	53	1276853734
47	68	1276854155
43	42	1276854795
43	45	1276854795
43	79	1276854795
43	79	1276854813
83	115	1276854844
79	89	1276855092
9	4	1276855493
9	4	1276855503
9	2	1276855506
24	83	1276855639
24	66	1276855639
24	26	1276855639
24	15	1276855639
24	77	1276855639
13	3	1276855835
14	13	1276855886
53	84	1276855910
70	53	1276856005
69	84	1276856015
69	76	1276856015
115	83	1276856264
69	26	1276856291
69	86	1276856291
69	66	1276856291
84	53	1276856361
22	6	1276856406
77	24	1276856447
22	37	1276856470
7	14	1276856502
37	22	1276856503
36	37	1276856583
42	43	1276856618
76	50	1276856749
50	76	1276857021
76	50	1276857027
73	5	1276857035
83	34	1276857192
5	11	1276857237
66	24	1276857276
66	86	1276857323
66	69	1276857323
66	26	1276857323
86	66	1276857340
11	5	1276857363
68	69	1276857394
26	66	1276857506
6	22	1276857510
36	37	1276857744
37	36	1276857759
77	72	1276858073
77	66	1276858260
34	83	1276858479
71	72	1276858507
71	15	1276858507
71	73	1276858507
71	5	1276858507
71	117	1276858507
50	103	1276858560
50	52	1276858560
72	40	1276858618
71	73	1276858705
59	79	1276858793
59	95	1276858793
59	94	1276858793
59	123	1276858793
59	2	1276858793
26	23	1276858793
71	12	1276858810
26	24	1276858902
23	86	1276858907
79	43	1276859021
79	43	1276859023
13	14	1276859073
69	76	1276859108
14	13	1276859109
76	69	1276859242
14	13	1276859286
13	14	1276859336
13	14	1276859362
14	13	1276859396
15	24	1276859667
14	13	1276859720
15	17	1276859727
84	50	1276859757
76	69	1276860160
2	6	1276860416
53	18	1276860725
76	40	1276860752
65	2	1276860828
65	4	1276860832
65	4	1276860832
13	14	1276860884
13	14	1276860932
14	13	1276860958
14	13	1276861030
14	13	1276861133
6	2	1276861136
13	14	1276861511
13	14	1276861515
13	14	1276861566
61	54	1276861569
95	10	1276861586
14	13	1276861590
14	13	1276861680
33	42	1276861848
2	6	1276861852
57	110	1276861872
95	123	1276861900
84	50	1276861914
86	57	1276862151
57	86	1276862368
86	57	1276862397
59	85	1276862402
59	68	1276862402
27	42	1276862402
86	57	1276862435
42	22	1276862466
42	33	1276862466
50	84	1276862589
84	50	1276862622
53	70	1276862643
27	81	1276862828
13	14	1276862836
56	15	1276862867
56	96	1276862867
56	61	1276862867
18	53	1276862936
81	27	1276863064
34	24	1276863145
61	56	1276863150
24	34	1276863157
59	95	1276863242
79	95	1276863302
79	104	1276863302
79	123	1276863302
123	79	1276863374
81	43	1276863433
104	79	1276863474
15	56	1276863728
86	23	1276863823
103	50	1276863839
86	23	1276863901
6	106	1276863974
9	66	1276864054
9	67	1276864054
23	86	1276864284
47	68	1276864578
47	8	1276864578
47	40	1276864578
47	3	1276864578
86	23	1276864623
68	47	1276864708
6	2	1276864708
42	22	1276864897
42	33	1276864897
53	70	1276864996
50	70	1276865233
95	79	1276865236
96	56	1276865247
42	27	1276865435
66	9	1276865500
43	81	1276865532
69	86	1276865572
70	50	1276865624
70	53	1276865628
50	75	1276865629
12	15	1276865676
15	12	1276865743
53	40	1276865823
96	15	1276865896
4	106	1276865995
8	47	1276866259
95	123	1276866655
95	93	1276866655
95	22	1276866655
95	58	1276866655
95	104	1276866655
95	79	1276866655
93	95	1276866701
123	95	1276866705
58	95	1276866724
40	16	1276866763
104	95	1276866774
9	66	1276866882
9	67	1276866882
86	40	1276866900
86	75	1276866900
86	93	1276866900
86	101	1276866900
86	124	1276866900
86	27	1276866900
58	29	1276866984
58	4	1276866984
58	33	1276866984
58	54	1276866984
58	83	1276866984
54	58	1276867051
4	58	1276867098
88	15	1276867156
29	58	1276867179
40	86	1276867183
40	75	1276867183
40	16	1276867183
40	121	1276867183
75	50	1276867231
79	95	1276867396
44	42	1276867398
101	86	1276867670
50	75	1276867681
86	101	1276867728
115	90	1276867748
90	115	1276867766
86	101	1276867784
53	70	1276867827
53	4	1276867827
16	40	1276867877
75	50	1276868598
75	40	1276868603
53	84	1276868630
84	53	1276868676
10	84	1276868710
33	58	1276868824
84	53	1276868829
84	101	1276868829
84	57	1276868829
84	10	1276868911
84	10	1276869018
68	85	1276869121
83	26	1276869321
83	66	1276869321
83	15	1276869321
83	24	1276869329
83	32	1276869348
66	83	1276869370
57	86	1276869373
86	57	1276869381
66	9	1276869457
66	9	1276869520
9	66	1276869799
71	13	1276869807
84	101	1276869857
84	93	1276869857
42	66	1276869920
42	80	1276869920
42	33	1276869976
50	75	1276870099
83	66	1276870288
66	42	1276870390
70	53	1276870394
66	83	1276870403
27	66	1276870467
27	3	1276870467
27	40	1276870467
27	5	1276870467
27	15	1276870467
27	26	1276870467
27	62	1276870467
27	39	1276870467
27	13	1276870467
27	8	1276870467
27	3	1276870606
27	15	1276870606
27	26	1276870606
27	62	1276870606
27	39	1276870606
27	13	1276870606
27	40	1276870606
27	8	1276870606
27	66	1276870606
27	5	1276870606
5	27	1276870609
5	27	1276870609
27	66	1276870615
27	3	1276870615
27	15	1276870615
27	26	1276870615
27	62	1276870615
27	39	1276870615
27	13	1276870615
27	40	1276870615
27	8	1276870615
27	5	1276870615
48	68	1276870633
39	27	1276870645
39	27	1276870645
8	27	1276870646
8	27	1276870646
83	66	1276870668
83	26	1276870721
83	58	1276870730
8	27	1276870752
75	50	1276870773
68	48	1276870874
57	86	1276871061
81	27	1276871167
50	75	1276871319
62	27	1276871411
27	81	1276871506
5	27	1276873100
86	53	1276874523
84	69	1276877239
84	86	1276877239
84	76	1276877239
86	40	1276877334
84	69	1276877626
69	84	1276878165
84	69	1276878405
3	27	1276878706
3	47	1276878951
84	19	1276879807
84	57	1276879807
83	115	1276883170
83	90	1276883170
67	66	1276894687
13	27	1276962923
13	27	1276962932
13	27	1276962936
13	4	1276963092
50	52	1277017152
50	52	1277017543
50	17	1277037157
50	9	1277037157
50	3	1277037157
16	40	1277098807
16	40	1277098812
4	13	1277099813
52	50	1277101849
121	40	1277101926
52	50	1277102183
52	50	1277102214
52	50	1277102316
52	50	1277102343
2	56	1277102479
96	61	1277102488
96	15	1277102488
61	96	1277102702
17	50	1277102885
9	50	1277102927
39	27	1277103044
35	13	1277103426
3	50	1277103432
75	50	1277103522
15	27	1277103529
15	27	1277103589
81	27	1277103670
13	3	1277103793
27	81	1277103805
3	13	1277103844
15	83	1277103853
19	82	1277103958
3	67	1277104052
3	40	1277104052
3	68	1277104052
3	69	1277104052
3	85	1277104052
3	17	1277104052
3	66	1277104052
3	8	1277104052
3	4	1277104052
3	35	1277104052
13	3	1277104054
15	96	1277104123
35	3	1277104183
10	22	1277104240
10	75	1277104240
10	95	1277104240
10	43	1277104240
10	93	1277104240
10	98	1277104240
10	7	1277104240
10	29	1277104240
10	45	1277104240
10	112	1277104240
10	21	1277104240
10	94	1277104240
94	10	1277104241
